,source,target,delta_time,line_name
1,Dworzec Główny (Dworcowa),Wzgórze Partyzantów,4.0,148
2,Wzgórze Partyzantów,Renoma,2.0,148
3,Renoma,pl. Orląt Lwowskich,4.0,148
4,pl. Orląt Lwowskich,Dworzec Świebodzki,2.0,148
5,Dworzec Świebodzki,Smolecka,2.0,148
6,Smolecka,Śrubowa,1.0,148
7,Śrubowa,Wrocławski Park Przemysłowy,1.0,148
8,Wrocławski Park Przemysłowy,Dolnośląska Szkoła Wyższa,2.0,148
9,Dolnośląska Szkoła Wyższa,Fabryczna,2.0,148
10,Fabryczna,Otyńska,2.0,148
11,Otyńska,Strzegomska 148,2.0,148
12,Strzegomska 148,Nowodworska,2.0,148
13,Nowodworska,Nowy Dwór,2.0,148
14,Nowy Dwór,Chociebuska,3.0,148
15,Chociebuska,Nowy Dwór (Rogowska),1.0,148
16,Nowy Dwór (Rogowska),Nowy Dwór (Stacja kolejowa),1.0,148
17,Nowy Dwór (Stacja kolejowa),Kołobrzeska,2.0,148
18,Kołobrzeska,Szczecińska,2.0,148
19,Szczecińska,Żerniki,2.0,148
20,Żerniki,Strachowicka,1.0,148
21,Strachowicka,Żernicka (Stacja kolejowa),2.0,148
22,Żernicka (Stacja kolejowa),Małopolska (Ośrodek dla niewidomych),3.0,148
23,Małopolska (Ośrodek dla niewidomych),Złotniki,1.0,148
24,Złotniki,Wielkopolska,1.0,148
25,Wielkopolska,Złotnicka,1.0,148
26,Złotnicka,Wschowska,2.0,148
27,Wschowska,LEŚNICA,4.0,148
1,Stadion Olimpijski,8 Maja,2.0,345
2,8 Maja,Godebskiego (AWF Wrocław),1.0,345
3,Godebskiego (AWF Wrocław),SĘPOLNO,1.0,345
4,SĘPOLNO,Libelta,2.0,345
5,Libelta,Bacciarellego,2.0,345
6,Bacciarellego,BARTOSZOWICE,2.0,345
7,BARTOSZOWICE,BISKUPIN,1.0,345
8,BISKUPIN,Spółdzielcza,1.0,345
9,Spółdzielcza,Piramowicza,1.0,345
10,Piramowicza,Chełmońskiego,1.0,345
11,Chełmońskiego,Tramwajowa,2.0,345
12,Tramwajowa,Hala Stulecia,2.0,345
13,Hala Stulecia,Witelona,3.0,345
14,Witelona,Kochanowskiego,1.0,345
15,Kochanowskiego,Śniadeckich,3.0,345
16,Śniadeckich,Moniuszki,2.0,345
17,Moniuszki,Stadion Olimpijski,1.0,345
1,GAJ - pętla,Morwowa,2.0,146
2,Morwowa,Krynicka,1.0,146
3,Krynicka,Bardzka,3.0,146
4,Bardzka,Orzechowa,2.0,146
5,Orzechowa,ROD Bajki,3.0,146
6,ROD Bajki,Śliczna,1.0,146
7,Śliczna,Borowska,2.0,146
8,Borowska,DWORZEC AUTOBUSOWY,4.0,146
9,DWORZEC AUTOBUSOWY,DWORZEC GŁÓWNY,3.0,146
10,DWORZEC GŁÓWNY,Dworzec Główny (Dworcowa),3.0,146
11,Dworzec Główny (Dworcowa),skwer Krasińskiego,1.0,146
12,skwer Krasińskiego,Krasińskiego,1.0,146
13,Krasińskiego,Urząd Wojewódzki (Impart),3.0,146
14,Urząd Wojewódzki (Impart),most Grunwaldzki,2.0,146
15,most Grunwaldzki,PL. GRUNWALDZKI,2.0,146
16,PL. GRUNWALDZKI,Kliniki - Politechnika Wrocławska,2.0,146
17,Kliniki - Politechnika Wrocławska,Hala Stulecia,2.0,146
18,Hala Stulecia,Tramwajowa,2.0,146
19,Tramwajowa,Partyzantów,2.0,146
20,Partyzantów,Okrzei,1.0,146
21,Okrzei,Monte Cassino,1.0,146
22,Monte Cassino,Bacciarellego,1.0,146
23,Bacciarellego,BARTOSZOWICE,2.0,146
1,DWORZEC GŁÓWNY,DWORZEC AUTOBUSOWY,5.0,112
2,DWORZEC AUTOBUSOWY,Dyrekcyjna,2.0,112
3,Dyrekcyjna,Borowska,3.0,112
4,Borowska,Śliczna,2.0,112
5,Śliczna,ROD Bajki,2.0,112
6,ROD Bajki,Działkowa,3.0,112
7,Działkowa,Borowska (Szpital),3.0,112
8,Borowska (Szpital),Przystankowa,2.0,112
9,Przystankowa,Wojszyce,1.0,112
10,Wojszyce,Parafialna,1.0,112
11,Parafialna,Świt,1.0,112
12,Świt,Ołtaszyn,3.0,112
13,Ołtaszyn,Kutrzeby,2.0,112
14,Kutrzeby,ROD Storczyk,1.0,112
15,ROD Storczyk,Wysoka,1.0,112
16,Wysoka,Wysoka - Chabrowa,2.0,112
17,Wysoka - Chabrowa,Wysoka - Radosna,2.0,112
18,Wysoka - Radosna,Wysoka - osiedle,2.0,112
19,Wysoka - osiedle,rondo Św. Ojca Pio,3.0,112
20,rondo Św. Ojca Pio,rondo Św. Ojca Pio,1.0,112
21,rondo Św. Ojca Pio,Ożynowa,1.0,112
22,Ożynowa,Malinowa,1.0,112
23,Malinowa,Wyścigowa,2.0,112
24,Wyścigowa,PARK POŁUDNIOWY,2.0,112
25,PARK POŁUDNIOWY,KRZYKI,2.0,112
1,PL. GRUNWALDZKI,Kochanowskiego,2.0,911
2,Kochanowskiego,Śniadeckich,2.0,911
3,Śniadeckich,Kwidzyńska,4.0,911
4,Kwidzyńska,Brücknera,2.0,911
5,Brücknera,C.H. Korona,2.0,911
6,C.H. Korona,Psie Pole,3.0,911
7,Psie Pole,Psie Pole (Rondo Lotników Polskich),2.0,911
8,Psie Pole (Rondo Lotników Polskich),MULICKA,1.0,911
9,MULICKA,Gorlicka,1.0,911
10,Gorlicka,Palacha,1.0,911
11,Palacha,Zgorzelisko,1.0,911
12,Zgorzelisko,Kurlandzka,0.0,911
13,Kurlandzka,Mroźna,1.0,911
14,Mroźna,Wilczyce,0.0,911
15,Wilczyce,Wilczyce - Wrocławska (na wys. nr 1F),1.0,911
16,Wilczyce - Wrocławska (na wys. nr 1F),Wilczyce - szkoła,1.0,911
17,Wilczyce - szkoła,Wilczyce - Dworska,1.0,911
18,Wilczyce - Dworska,Wilczyce - Dębowa,1.0,911
19,Wilczyce - Dębowa,Wilczyce - Sosnowa,1.0,911
20,Wilczyce - Sosnowa,Kiełczów - osiedle,1.0,911
21,Kiełczów - osiedle,Kiełczów - cmentarz,2.0,911
22,Kiełczów - cmentarz,Kiełczów - pętla/Wrocławska,1.0,911
23,Kiełczów - pętla/Wrocławska,Kiełczów - Zgodna,1.0,911
24,Kiełczów - Zgodna,Piecowice,4.0,911
25,Piecowice,Bielawa,4.0,911
1,PL. GRUNWALDZKI,Kliniki - Politechnika Wrocławska,2.0,115
2,Kliniki - Politechnika Wrocławska,Mickiewicza,2.0,115
3,Mickiewicza,Park Szczytnicki,1.0,115
4,Park Szczytnicki,8 Maja,1.0,115
5,8 Maja,Godebskiego (AWF Wrocław),1.0,115
6,Godebskiego (AWF Wrocław),SĘPOLNO,1.0,115
7,SĘPOLNO,Monopolowa,2.0,115
8,Monopolowa,Kolumba,1.0,115
9,Kolumba,Magellana,1.0,115
10,Magellana,Swojczyce,2.0,115
11,Swojczyce,Mikołowska,2.0,115
12,Mikołowska,Niedziałkowskiego,1.0,115
13,Niedziałkowskiego,Zagrodnicza,1.0,115
14,Zagrodnicza,Kmieca,1.0,115
15,Kmieca,Smocza,1.0,115
16,Smocza,Strumykowa,1.0,115
17,Strumykowa,Wojnów,1.0,115
18,Wojnów,WOJNÓW (pętla),1.0,115
1,LEŚNICA,RUBCZAKA (Stacja kolejowa),2.0,123
2,RUBCZAKA (Stacja kolejowa),Rubczaka,1.0,123
3,Rubczaka,Średzka,1.0,123
4,Średzka,Wolska,2.0,123
5,Wolska,Polkowicka,2.0,123
6,Polkowicka,Hartmana,1.0,123
7,Hartmana,Marszowicka,0.0,123
8,Marszowicka,Bojanowska,1.0,123
9,Bojanowska,Małomicka,1.0,123
10,Małomicka,Marszowice,1.0,123
11,Marszowice,Główna,2.0,123
12,Główna,Wełniana,2.0,123
13,Wełniana,Chwałkowska,1.0,123
14,Chwałkowska,Jędrzejowska,2.0,123
15,Jędrzejowska,Brodzka,1.0,123
16,Brodzka,Królewiecka (Staw),2.0,123
17,Królewiecka (Staw),Suwalska,1.0,123
18,Suwalska,Królewiecka (Park),1.0,123
19,Królewiecka (Park),Warmińska,1.0,123
20,Warmińska,Królewiecka,2.0,123
21,Królewiecka,TARCZYŃSKI ARENA (Królewiecka),1.0,123
22,TARCZYŃSKI ARENA (Królewiecka),Dworska,1.0,123
23,Dworska,Górnicza,2.0,123
24,Górnicza,Rękodzielnicza,2.0,123
25,Rękodzielnicza,Metalowców,1.0,123
26,Metalowców,Metalowców,2.0,123
1,GALERIA DOMINIKAŃSKA,pl. Wróblewskiego,5.0,920
2,pl. Wróblewskiego,Na Grobli (Hydropolis),2.0,920
3,Na Grobli (Hydropolis),Okólna,2.0,920
4,Okólna,Międzyrzecka,3.0,920
5,Międzyrzecka,Bierdzany,1.0,920
6,Bierdzany,Nowy Dom,3.0,920
7,Nowy Dom,Opatowicka nr 59,2.0,920
8,Opatowicka nr 59,Opatowicka nr 85,1.0,920
9,Opatowicka nr 85,OPATOWICE,1.0,920
10,OPATOWICE,Opatowicka nr 127,1.0,920
11,Opatowicka nr 127,Zalewowa,1.0,920
12,Zalewowa,WOJNÓW (pętla),13.0,920
1,KSIĘŻE WIELKIE,Brochowska,1.0,124
2,Brochowska,Sosnowiecka,2.0,124
3,Sosnowiecka,Zagłębiowska,2.0,124
4,Zagłębiowska,KSIĘŻE MAŁE,3.0,124
5,KSIĘŻE MAŁE,Karwińska,3.0,124
6,Karwińska,Gazowa,2.0,124
7,Gazowa,TARNOGAJ,1.0,124
8,TARNOGAJ,Klimasa,1.0,124
9,Klimasa,Tarnogajska,2.0,124
10,Tarnogajska,Bardzka,3.0,124
11,Bardzka,Kamienna,2.0,124
12,Kamienna,Wapienna,1.0,124
13,Wapienna,Borowska,2.0,124
14,Borowska,Uniwersytet Ekonomiczny,6.0,124
15,Uniwersytet Ekonomiczny,Drukarska,2.0,124
16,Drukarska,Rondo,3.0,124
17,Rondo,Krucza,3.0,124
18,Krucza,Grochowa,2.0,124
19,Grochowa,Stalowa,3.0,124
20,Stalowa,pl. Srebrny,1.0,124
21,pl. Srebrny,Bzowa (Centrum Zajezdnia),1.0,124
22,Bzowa (Centrum Zajezdnia),Hutmen,2.0,124
23,Hutmen,FAT,3.0,124
24,FAT,ROD Oświata,2.0,124
25,ROD Oświata,Wrocławski Park Technologiczny,1.0,124
26,Wrocławski Park Technologiczny,Szkocka,2.0,124
27,Szkocka,Nowodworska,4.0,124
28,Nowodworska,Nowy Dwór,2.0,124
29,Nowy Dwór,Chociebuska,3.0,124
30,Chociebuska,Nowy Dwór (Rogowska),1.0,124
31,Nowy Dwór (Rogowska),Zemska,2.0,124
32,Zemska,NOWY DWÓR (pętla),2.0,124
1,NOWY DWÓR (pętla),Chociebuska,5.0,927
2,Chociebuska,Nowy Dwór,1.0,927
3,Nowy Dwór,Rogowska,2.0,927
4,Rogowska,MIŃSKA (Rondo Rotm. Pileckiego),4.0,927
5,MIŃSKA (Rondo Rotm. Pileckiego),Tyrmanda,2.0,927
6,Tyrmanda,Zagony,1.0,927
7,Zagony,Gagarina,4.0,927
8,Gagarina,Smolec - Chłopska/Wrzosowa,4.0,927
9,Smolec - Chłopska/Wrzosowa,Smolec - Chłopska/Śliwkowa,1.0,927
10,Smolec - Chłopska/Śliwkowa,Smolec - Chłopska/Cisowa,2.0,927
11,Smolec - Chłopska/Cisowa,Smolec - Lipowa/pętla,2.0,927
12,Smolec - Lipowa/pętla,Smolec - Dębowa (sklep),1.0,927
13,Smolec - Dębowa (sklep),Krzeptów - skrzy.,2.0,927
14,Krzeptów - skrzy.,Krzeptów - Boisko,1.0,927
15,Krzeptów - Boisko,Krzeptów - Dolina Krzeptowa,1.0,927
16,Krzeptów - Dolina Krzeptowa,Smolec - Wiśniowa,2.0,927
1,MULICKA,Psie Pole (Rondo Lotników Polskich),1.0,147
2,Psie Pole (Rondo Lotników Polskich),Zakrzowska,1.0,147
3,Zakrzowska,Piwnika-Ponurego,1.0,147
4,Piwnika-Ponurego,ROD Źródło Zdrowia,1.0,147
5,ROD Źródło Zdrowia,ROD Pod Dębem,1.0,147
6,ROD Pod Dębem,Białych Goździków,1.0,147
7,Białych Goździków,KŁOKOCZYCE,0.0,147
1,ŚLAZOWA,Góra Kapliczna,1.0,140
2,Góra Kapliczna,Witkowska,1.0,140
3,Witkowska,Lipska,1.0,140
4,Lipska,Jarocińska,1.0,140
5,Jarocińska,OSOBOWICE,2.0,140
6,OSOBOWICE,most Milenijny,2.0,140
7,most Milenijny,Hala Orbita,2.0,140
8,Hala Orbita,Wejherowska,5.0,140
9,Wejherowska,Kwiska,2.0,140
1,Sucha,DWORZEC AUTOBUSOWY,1.0,716
2,DWORZEC AUTOBUSOWY,DWORZEC GŁÓWNY,3.0,716
3,DWORZEC GŁÓWNY,Kościuszki,2.0,716
4,Kościuszki,Komuny Paryskiej,1.0,716
5,Komuny Paryskiej,pl. Wróblewskiego,2.0,716
6,pl. Wróblewskiego,Urząd Wojewódzki (Impart),2.0,716
7,Urząd Wojewódzki (Impart),most Grunwaldzki,2.0,716
8,most Grunwaldzki,PL. GRUNWALDZKI,4.0,716
1,PL. GRUNWALDZKI,PL. GRUNWALDZKI,4.0,149
2,PL. GRUNWALDZKI,most Grunwaldzki,2.0,149
3,most Grunwaldzki,Poczta Główna,3.0,149
4,Poczta Główna,skwer Krasińskiego,3.0,149
5,skwer Krasińskiego,Wzgórze Partyzantów,1.0,149
6,Wzgórze Partyzantów,Renoma,2.0,149
7,Renoma,pl. Orląt Lwowskich,4.0,149
8,pl. Orląt Lwowskich,Dworzec Świebodzki,2.0,149
9,Dworzec Świebodzki,Smolecka,2.0,149
10,Smolecka,Śrubowa,1.0,149
11,Śrubowa,Wrocławski Park Przemysłowy,1.0,149
12,Wrocławski Park Przemysłowy,Dolnośląska Szkoła Wyższa,2.0,149
13,Dolnośląska Szkoła Wyższa,Fabryczna,2.0,149
14,Fabryczna,Otyńska,2.0,149
15,Otyńska,Strzegomska 148,2.0,149
16,Strzegomska 148,Nowodworska,2.0,149
17,Nowodworska,Nowy Dwór,2.0,149
18,Nowy Dwór,Chociebuska,3.0,149
19,Chociebuska,Nowy Dwór (Rogowska),1.0,149
20,Nowy Dwór (Rogowska),Zemska,2.0,149
21,Zemska,Nowy Dwór (Stacja kolejowa),2.0,149
22,Nowy Dwór (Stacja kolejowa),Kołobrzeska,2.0,149
23,Kołobrzeska,KUŹNIKI,1.0,149
1,TYNIECKA (pętla),Jordanowska,2.0,125
2,Jordanowska,Wiejska,4.0,125
3,Wiejska,Solskiego,2.0,125
4,Solskiego,OPORÓW,1.0,125
5,OPORÓW,GRABISZYŃSKA (Cmentarz),3.0,125
6,GRABISZYŃSKA (Cmentarz),Fiołkowa,1.0,125
7,Fiołkowa,FAT,2.0,125
8,FAT,Aleja Pracy,3.0,125
9,Aleja Pracy,Inżynierska,2.0,125
10,Inżynierska,Kolbuszowska (Stadion),1.0,125
11,Kolbuszowska (Stadion),Krucza (Mielecka),1.0,125
12,Krucza (Mielecka),Krucza,2.0,125
13,Krucza,Pl. Hirszfelda,3.0,125
14,Pl. Hirszfelda,Komandorska,3.0,125
15,Komandorska,Arena,2.0,125
16,Arena,EPI,1.0,125
17,EPI,DWORZEC AUTOBUSOWY,3.0,125
18,DWORZEC AUTOBUSOWY,Hubska (Dawida),3.0,125
19,Hubska (Dawida),Prudnicka,2.0,125
20,Prudnicka,Kamienna,2.0,125
21,Kamienna,Bardzka,3.0,125
22,Bardzka,Nyska,1.0,125
23,Nyska,Tarnogajska,1.0,125
24,Tarnogajska,Klimasa,2.0,125
25,Klimasa,TARNOGAJ,1.0,125
26,TARNOGAJ,Gazowa,1.0,125
27,Gazowa,Wiaduktowa,1.0,125
28,Wiaduktowa,Topolowa,2.0,125
29,Topolowa,BROCHÓW (Stacja kolejowa),2.0,125
30,BROCHÓW (Stacja kolejowa),Chińska,1.0,125
31,Chińska,BROCHÓW,1.0,125
1,DWORZEC AUTOBUSOWY,EPI,2.0,122
2,EPI,Gwiaździsta,2.0,122
3,Gwiaździsta,Piłsudskiego,2.0,122
4,Piłsudskiego,pl. Orląt Lwowskich,3.0,122
5,pl. Orląt Lwowskich,PL. JANA PAWŁA II,4.0,122
6,PL. JANA PAWŁA II,Inowrocławska,2.0,122
7,Inowrocławska,Szczepin,2.0,122
8,Szczepin,LITOMSKA (ZUS),1.0,122
9,LITOMSKA (ZUS),Poznańska,2.0,122
10,Poznańska,DŁUGA (Politechnika),1.0,122
11,DŁUGA (Politechnika),POPOWICE (Stacja kolejowa),2.0,122
12,POPOWICE (Stacja kolejowa),Popowice,2.0,122
13,Popowice,Rysia,2.0,122
14,Rysia,Wejherowska,3.0,122
15,Wejherowska,Kwiska,2.0,122
16,Kwiska,Na Ostatnim Groszu,3.0,122
17,Na Ostatnim Groszu,Orlińskiego,1.0,122
18,Orlińskiego,Drzewieckiego,1.0,122
19,Drzewieckiego,Hynka,2.0,122
20,Hynka,Bystrzycka,2.0,122
21,Bystrzycka,KUŹNIKI (Stacja kolejowa),1.0,122
22,KUŹNIKI (Stacja kolejowa),KUŹNIKI,2.0,122
23,KUŹNIKI,Hermanowska,1.0,122
24,Hermanowska,Nowy Dwór,6.0,122
25,Nowy Dwór,Nowy Dwór,1.0,122
1,PL. GRUNWALDZKI,Kochanowskiego,2.0,921
2,Kochanowskiego,Śniadeckich,2.0,921
3,Śniadeckich,Kwidzyńska,4.0,921
4,Kwidzyńska,Brücknera,2.0,921
5,Brücknera,C.H. Korona,2.0,921
6,C.H. Korona,Psie Pole,3.0,921
7,Psie Pole,Psie Pole (Rondo Lotników Polskich),2.0,921
8,Psie Pole (Rondo Lotników Polskich),MULICKA,1.0,921
9,MULICKA,Gorlicka,1.0,921
10,Gorlicka,Palacha,1.0,921
11,Palacha,Zgorzelisko,1.0,921
12,Zgorzelisko,Kurlandzka,0.0,921
13,Kurlandzka,Mroźna,1.0,921
14,Mroźna,Wilczyce,0.0,921
15,Wilczyce,Wilczyce - Wrocławska (na wys. nr 1F),1.0,921
16,Wilczyce - Wrocławska (na wys. nr 1F),Wilczyce - szkoła,1.0,921
17,Wilczyce - szkoła,Wilczyce - Dworska,1.0,921
18,Wilczyce - Dworska,Wilczyce - Dębowa,1.0,921
19,Wilczyce - Dębowa,Wilczyce - Sosnowa,1.0,921
20,Wilczyce - Sosnowa,Kiełczów - osiedle,1.0,921
21,Kiełczów - osiedle,Kiełczów - cmentarz,2.0,921
22,Kiełczów - cmentarz,Kiełczów - pętla/Wrocławska,1.0,921
23,Kiełczów - pętla/Wrocławska,Kiełczów - Zgodna,1.0,921
24,Kiełczów - Zgodna,Śliwice,4.0,921
25,Śliwice,Pietrzykowice,2.0,921
26,Pietrzykowice,Brzezia Łąka - cmentarz,1.0,921
27,Brzezia Łąka - cmentarz,Brzezia Łąka - Wrocławska,1.0,921
28,Brzezia Łąka - Wrocławska,Brzezia Łąka - skrzy. Orzechowa,1.0,921
29,Brzezia Łąka - skrzy. Orzechowa,Brzezia Łąka - skrzy. Główna,1.0,921
30,Brzezia Łąka - skrzy. Główna,Kątna,3.0,921
31,Kątna,Oleśniczka,2.0,921
32,Oleśniczka,Oleśniczka - skrzy.,1.0,921
33,Oleśniczka - skrzy.,Raków IV,2.0,921
34,Raków IV,Raków III,1.0,921
35,Raków III,Raków - skrzy.,2.0,921
1,GALERIA DOMINIKAŃSKA,skwer Krasińskiego,4.0,114
2,skwer Krasińskiego,Dworzec Główny (Dworcowa),1.0,114
3,Dworzec Główny (Dworcowa),Kościuszki,3.0,114
4,Kościuszki,Świstackiego,2.0,114
5,Świstackiego,Na Niskich Łąkach,2.0,114
6,Na Niskich Łąkach,Krakowska,2.0,114
7,Krakowska,KRAKOWSKA (Centrum handlowe),1.0,114
8,KRAKOWSKA (Centrum handlowe),Park Wschodni,4.0,114
9,Park Wschodni,Karwińska,2.0,114
10,Karwińska,Wiaduktowa,2.0,114
11,Wiaduktowa,Topolowa,2.0,114
12,Topolowa,BROCHÓW (Stacja kolejowa),2.0,114
13,BROCHÓW (Stacja kolejowa),Chińska,1.0,114
14,Chińska,BROCHÓW,1.0,114
15,BROCHÓW,Ziemniaczana,2.0,114
16,Ziemniaczana,Arabska,1.0,114
17,Arabska,BIEŃKOWICE,1.0,114
1,KAMIEŃSKIEGO (pętla),Kamieńskiego (Szpital),1.0,319
2,Kamieńskiego (Szpital),Jutrosińska,1.0,319
3,Jutrosińska,Gąsiorowskiego,1.0,319
4,Gąsiorowskiego,Mochnackiego,1.0,319
5,Mochnackiego,Kamieńskiego,2.0,319
6,Kamieńskiego,Bałtycka,1.0,319
7,Bałtycka,Bezpieczna,2.0,319
8,Bezpieczna,Różanka,1.0,319
9,Różanka,Łużycka,1.0,319
10,Łużycka,OSOBOWICKA (Cmentarz II),2.0,319
11,OSOBOWICKA (Cmentarz II),OSOBOWICKA (Cmentarz),1.0,319
12,OSOBOWICKA (Cmentarz),most Milenijny,2.0,319
13,most Milenijny,Hala Orbita,2.0,319
14,Hala Orbita,Wejherowska,5.0,319
15,Wejherowska,Kwiska,2.0,319
16,Kwiska,Na Ostatnim Groszu,3.0,319
17,Na Ostatnim Groszu,Gądowianka,2.0,319
18,Gądowianka,Nowodworska,4.0,319
19,Nowodworska,Nowy Dwór,2.0,319
20,Nowy Dwór,Rogowska,2.0,319
21,Rogowska,MIŃSKA (Rondo Rotm. Pileckiego),4.0,319
22,MIŃSKA (Rondo Rotm. Pileckiego),Tyrmanda,2.0,319
23,Tyrmanda,Zagony,1.0,319
24,Zagony,Muchobór Wielki,2.0,319
25,Muchobór Wielki,Stanisławowska (W.K. Formaty),3.0,319
26,Stanisławowska (W.K. Formaty),Trawowa,2.0,319
27,Trawowa,Krzemieniecka,1.0,319
28,Krzemieniecka,Końcowa,1.0,319
29,Końcowa,Ostrowskiego,2.0,319
30,Ostrowskiego,FAT,2.0,319
31,FAT,GRABISZYŃSKA (Cmentarz),2.0,319
32,GRABISZYŃSKA (Cmentarz),GRABISZYŃSKA (Cmentarz II),1.0,319
33,GRABISZYŃSKA (Cmentarz II),OPORÓW,1.0,319
34,OPORÓW,Solskiego,1.0,319
35,Solskiego,Wiejska,1.0,319
36,Wiejska,Adamieckiego,2.0,319
37,Adamieckiego,Morelowskiego,1.0,319
38,Morelowskiego,Marchewkowa,1.0,319
39,Marchewkowa,WAŁBRZYSKA,2.0,319
40,WAŁBRZYSKA,Kościelna,1.0,319
41,Kościelna,KLECINA (Stacja kolejowa),2.0,319
1,LEŚNICA,RUBCZAKA (Stacja kolejowa),1.0,917
2,RUBCZAKA (Stacja kolejowa),Rubczaka,1.0,917
3,Rubczaka,Serowarska,2.0,917
4,Serowarska,Trzmielowicka,1.0,917
5,Trzmielowicka,Pustecka,1.0,917
6,Pustecka,Miodowa,2.0,917
7,Miodowa,Szkolna,1.0,917
8,Szkolna,Ratyń - skrzyżowanie,1.0,917
9,Ratyń - skrzyżowanie,Ratyń - skrzyżowanie,0.0,917
10,Ratyń - skrzyżowanie,Krajobrazowa,1.0,917
11,Krajobrazowa,Las Ratyński,1.0,917
12,Las Ratyński,Ferma - stadnina koni,1.0,917
13,Ferma - stadnina koni,Gałów przy posesji nr 2,2.0,917
14,Gałów przy posesji nr 2,GAŁÓW (pętla),1.0,917
1,DWORZEC GŁÓWNY,DWORZEC AUTOBUSOWY,5.0,113
2,DWORZEC AUTOBUSOWY,Dyrekcyjna,2.0,113
3,Dyrekcyjna,Borowska,3.0,113
4,Borowska,Śliczna,2.0,113
5,Śliczna,ROD Bajki,2.0,113
6,ROD Bajki,Działkowa,3.0,113
7,Działkowa,Borowska (Szpital),3.0,113
8,Borowska (Szpital),Przystankowa,2.0,113
9,Przystankowa,Wojszyce,1.0,113
10,Wojszyce,Parafialna,1.0,113
11,Parafialna,Oboźna,1.0,113
12,Oboźna,Gałczyńskiego,1.0,113
13,Gałczyńskiego,Grota-Roweckiego,2.0,113
14,Grota-Roweckiego,Kurpiów,1.0,113
15,Kurpiów,Ołtaszyn,2.0,113
16,Ołtaszyn,Strachowskiego,6.0,113
17,Strachowskiego,rondo Św. Ojca Pio,6.0,113
18,rondo Św. Ojca Pio,Husarska,1.0,113
19,Husarska,Partynice (tor wyścigów konnych),3.0,113
20,Partynice (tor wyścigów konnych),Przyjaźni,2.0,113
21,Przyjaźni,KRZYKI,4.0,113
1,GIEŁDOWA (Centrum Hurtu),Marchewkowa,2.0,000d
2,Marchewkowa,WAŁBRZYSKA,2.0,000d
3,WAŁBRZYSKA,Kościelna,2.0,000d
4,Kościelna,KLECINA,2.0,000d
5,KLECINA,Skarbowców,1.0,000d
6,Skarbowców,Os. Przyjaźni,1.0,000d
7,Os. Przyjaźni,Zimowa,1.0,000d
8,Zimowa,KRZYKI,4.0,000d
9,KRZYKI,Orla,2.0,000d
10,Orla,Hallera,4.0,000d
11,Hallera,Rondo,3.0,000d
12,Rondo,Arkady (Capitol),7.0,000d
13,Arkady (Capitol),GALERIA DOMINIKAŃSKA,6.0,000d
14,GALERIA DOMINIKAŃSKA,Urząd Wojewódzki (Impart),3.0,000d
15,Urząd Wojewódzki (Impart),most Grunwaldzki,2.0,000d
16,most Grunwaldzki,PL. GRUNWALDZKI,3.0,000d
17,PL. GRUNWALDZKI,Kochanowskiego,4.0,000d
18,Kochanowskiego,Śniadeckich,2.0,000d
19,Śniadeckich,Zacisze,2.0,000d
20,Zacisze,Kwidzyńska,2.0,000d
21,Kwidzyńska,Brücknera,2.0,000d
22,Brücknera,Psie Pole,5.0,000d
23,Psie Pole,Psie Pole (Rondo Lotników Polskich),2.0,000d
24,Psie Pole (Rondo Lotników Polskich),Kopańskiego,2.0,000d
25,Kopańskiego,Wallenroda,1.0,000d
26,Wallenroda,Królewska,2.0,000d
27,Królewska,OSIEDLE SOBIESKIEGO,2.0,000d
1,SĘPOLNO,Libelta,2.0,253
2,Libelta,Bacciarellego,2.0,253
3,Bacciarellego,BARTOSZOWICE,2.0,253
4,BARTOSZOWICE,BISKUPIN,1.0,253
5,BISKUPIN,Spółdzielcza,1.0,253
6,Spółdzielcza,Piramowicza,1.0,253
7,Piramowicza,Chełmońskiego,1.0,253
8,Chełmońskiego,Tramwajowa,2.0,253
9,Tramwajowa,Hala Stulecia,2.0,253
10,Hala Stulecia,Kliniki - Politechnika Wrocławska,2.0,253
11,Kliniki - Politechnika Wrocławska,PL. GRUNWALDZKI,3.0,253
12,PL. GRUNWALDZKI,Reja,2.0,253
13,Reja,Katedra,2.0,253
14,Katedra,Urząd Wojewódzki (Muzeum Narodowe),2.0,253
15,Urząd Wojewódzki (Muzeum Narodowe),Poczta Główna,2.0,253
16,Poczta Główna,GALERIA DOMINIKAŃSKA,3.0,253
17,GALERIA DOMINIKAŃSKA,Wzgórze Partyzantów,2.0,253
18,Wzgórze Partyzantów,DWORZEC GŁÓWNY,3.0,253
19,DWORZEC GŁÓWNY,DWORZEC GŁÓWNY,1.0,253
20,DWORZEC GŁÓWNY,DWORZEC AUTOBUSOWY,3.0,253
21,DWORZEC AUTOBUSOWY,Dyrekcyjna,2.0,253
22,Dyrekcyjna,Borowska,3.0,253
23,Borowska,PETRUSEWICZA,3.0,253
24,PETRUSEWICZA,DWORZEC AUTOBUSOWY,3.0,253
25,DWORZEC AUTOBUSOWY,EPI,2.0,253
26,EPI,Arkady (Capitol),3.0,253
27,Arkady (Capitol),Renoma,2.0,253
28,Renoma,Świdnicka,2.0,253
29,Świdnicka,Rynek,4.0,253
30,Rynek,PL. JANA PAWŁA II,2.0,253
31,PL. JANA PAWŁA II,Młodych Techników,2.0,253
32,Młodych Techników,pl. Strzegomski (Muzeum Współczesne),1.0,253
